id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,jarak_hari_nabung,persentase_terkumpul
TAB-0026,14,2021-06-20,Modal Skripsi & Jilid,2100000,60791,902859,1197141,Belum Selesai,8,42.99
TAB-0026,15,2021-07-11,Modal Skripsi & Jilid,2100000,65513,968372,1131628,Belum Selesai,21,46.11
TAB-0026,16,2021-08-10,Modal Skripsi & Jilid,2100000,62200,1030572,1069428,Belum Selesai,30,49.07
TAB-0026,17,2021-08-26,Modal Skripsi & Jilid,2100000,54390,1084962,1015038,Belum Selesai,16,51.66
TAB-0026,18,2021-09-11,Modal Skripsi & Jilid,2100000,56760,1313244,786756,Belum Selesai,16,62.54
TAB-0026,19,2021-09-23,Modal Skripsi & Jilid,2100000,61429,1146391,953609,Belum Selesai,12,54.59
TAB-0026,20,2021-10-14,Modal Skripsi & Jilid,2100000,54940,1201331,898669,Belum Selesai,21,57.21
TAB-0026,21,2021-10-25,Modal Skripsi & Jilid,2100000,55153,1256484,843516,Belum Selesai,11,59.83
TAB-0026,22,2021-11-23,Modal Skripsi & Jilid,2100000,61797,1375041,724959,Belum Selesai,29,65.48
TAB-0026,23,2021-12-24,Modal Skripsi & Jilid,2100000,59602,1484495,615505,Belum Selesai,31,70.69
TAB-0026,24,2022-01-10,Modal Skripsi & Jilid,2100000,63031,1547526,552474,Belum Selesai,17,73.69
TAB-0026,25,2022-02-22,Modal Skripsi & Jilid,2100000,61147,1663872,436128,Belum Selesai,43,79.23
TAB-0026,26,2022-03-05,Modal Skripsi & Jilid,2100000,73346,1737218,362782,Belum Selesai,11,82.72
TAB-0026,27,2022-03-31,Modal Skripsi & Jilid,2100000,52173,1789391,310609,Belum Selesai,26,85.21
TAB-0026,28,2022-04-30,Modal Skripsi & Jilid,2100000,70920,1860311,239689,Belum Selesai,30,88.59
TAB-0026,29,2022-05-02,Modal Skripsi & Jilid,2100000,55199,1602725,497275,Belum Selesai,2,76.32
TAB-0026,30,2022-05-26,Modal Skripsi & Jilid,2100000,61105,1921416,178584,Belum Selesai,24,91.5
TAB-0026,31,2022-06-13,Modal Skripsi & Jilid,2100000,55315,1976731,123269,Belum Selesai,18,94.13
TAB-0026,32,2022-07-10,Modal Skripsi & Jilid,2100000,58627,2035358,64642,Belum Selesai,27,96.92
TAB-0026,33,2022-08-01,Modal Skripsi & Jilid,2100000,50945,2086303,13697,Belum Selesai,22,99.35
TAB-0026,34,2022-08-19,Modal Skripsi & Jilid,2100000,13697,2100000,0,Selesai,18,100.0
TAB-0027,1,2022-03-16,Staycation Bareng Temen,1080000,79766,79766,1000234,Belum Selesai,0,7.39
TAB-0027,2,2022-03-30,Staycation Bareng Temen,1080000,61992,141758,938242,Belum Selesai,14,13.13
TAB-0027,3,2022-05-02,Staycation Bareng Temen,1080000,67770,271748,808252,Belum Selesai,33,25.16
TAB-0027,4,2022-05-20,Staycation Bareng Temen,1080000,67924,339672,740328,Belum Selesai,18,31.45
TAB-0027,5,2022-07-04,Staycation Bareng Temen,1080000,62220,203978,876022,Belum Selesai,45,18.89
TAB-0028,1,2021-09-12,Beli Kipas Angin/Ac Portable,840000,78415,78415,761585,Belum Selesai,0,9.34
TAB-0028,2,2021-10-07,Beli Kipas Angin/Ac Portable,840000,93019,171434,668566,Belum Selesai,25,20.41
TAB-0028,3,2021-10-30,Beli Kipas Angin/Ac Portable,840000,104010,275444,564556,Belum Selesai,23,32.79
TAB-0028,4,2021-11-18,Beli Kipas Angin/Ac Portable,840000,100875,376319,463681,Belum Selesai,19,44.8
TAB-0028,5,2021-12-08,Beli Kipas Angin/Ac Portable,840000,105338,481657,358343,Belum Selesai,20,57.34
TAB-0028,6,2021-12-24,Beli Kipas Angin/Ac Portable,840000,101324,582981,257019,Belum Selesai,16,69.4
TAB-0029,1,2025-08-18,Modal Nikah/Tunangan,89990000,743257,743257,89246743,Belum Selesai,0,0.83
TAB-0029,2,2025-09-07,Modal Nikah/Tunangan,89990000,821046,1564303,88425697,Belum Selesai,20,1.74
TAB-0029,3,2025-09-26,Modal Nikah/Tunangan,89990000,746430,2310733,87679267,Belum Selesai,19,2.57
TAB-0029,4,2025-10-21,Modal Nikah/Tunangan,89990000,1059341,3370074,86619926,Belum Selesai,25,3.74
TAB-0029,5,2025-11-20,Modal Nikah/Tunangan,89990000,869098,4239172,85750828,Belum Selesai,30,4.71
TAB-0029,6,2025-12-21,Modal Nikah/Tunangan,89990000,798515,5037687,84952313,Belum Selesai,31,5.6
TAB-0029,7,2026-01-02,Modal Nikah/Tunangan,89990000,832000,5869919,84120081,Belum Selesai,12,6.52
TAB-0030,1,2021-12-17,Beli Emas Antam,2830000,141591,141591,2688409,Belum Selesai,0,5.0
TAB-0030,2,2022-01-06,Beli Emas Antam,2830000,152000,293705,2536295,Belum Selesai,20,10.38
TAB-0030,3,2022-01-29,Beli Emas Antam,2830000,144004,437709,2392291,Belum Selesai,23,15.47
TAB-0030,4,2022-02-25,Beli Emas Antam,2830000,131082,568791,2261209,Belum Selesai,27,20.1
TAB-0030,5,2022-03-16,Beli Emas Antam,2830000,143460,712251,2117749,Belum Selesai,19,25.17
TAB-0030,6,2022-04-13,Beli Emas Antam,2830000,127140,839391,1990609,Belum Selesai,28,29.66
TAB-0030,7,2022-04-28,Beli Emas Antam,2830000,147627,987018,1842982,Belum Selesai,15,34.88
TAB-0030,8,2022-05-21,Beli Emas Antam,2830000,122744,1109762,1720238,Belum Selesai,23,39.21
TAB-0030,9,2022-06-17,Beli Emas Antam,2830000,143588,1253350,1576650,Belum Selesai,27,44.29
TAB-0030,10,2022-07-13,Beli Emas Antam,2830000,117319,1370669,1459331,Belum Selesai,26,48.43
TAB-0030,11,2022-07-22,Beli Emas Antam,2830000,163052,1533721,1296279,Belum Selesai,9,54.2
TAB-0030,12,2022-08-15,Beli Emas Antam,2830000,159379,1693100,1136900,Belum Selesai,24,59.83
TAB-0030,13,2022-08-29,Beli Emas Antam,2830000,138419,1831519,998481,Belum Selesai,14,64.72
TAB-0030,14,2022-09-24,Beli Emas Antam,2830000,147116,1978635,851365,Belum Selesai,26,69.92
TAB-0030,15,2022-10-20,Beli Emas Antam,2830000,143988,2122623,707377,Belum Selesai,26,75.0
TAB-0030,16,2022-11-20,Beli Emas Antam,2830000,138894,2261517,568483,Belum Selesai,31,79.91
TAB-0030,17,2022-11-27,Beli Emas Antam,2830000,138268,2399785,430215,Belum Selesai,7,84.8
TAB-0030,18,2022-12-14,Beli Emas Antam,2830000,140051,2539836,290164,Belum Selesai,17,89.75
TAB-0030,19,2023-01-10,Beli Emas Antam,2830000,157009,2696845,133155,Belum Selesai,27,95.29
TAB-0030,20,2023-02-02,Beli Emas Antam,2830000,133155,2830000,0,Selesai,23,100.0
TAB-0031,1,2024-06-10,Modal Nikah/Tunangan,97510000,7797042,7797042,89712958,Belum Selesai,0,8.0
TAB-0031,2,2024-06-26,Modal Nikah/Tunangan,97510000,9205087,17002129,80507871,Belum Selesai,16,17.44
TAB-0031,3,2024-07-04,Modal Nikah/Tunangan,97510000,9308323,26310452,71199548,Belum Selesai,8,26.98
TAB-0031,4,2024-07-12,Modal Nikah/Tunangan,97510000,10884247,37194699,60315301,Belum Selesai,8,38.14
TAB-0031,5,2024-08-01,Modal Nikah/Tunangan,97510000,9045630,46240329,51269671,Belum Selesai,20,47.42
TAB-0031,6,2024-09-10,Modal Nikah/Tunangan,97510000,9162605,74332362,23177638,Belum Selesai,40,76.23
TAB-0031,7,2024-09-15,Modal Nikah/Tunangan,97510000,8685958,65169757,32340243,Belum Selesai,5,66.83
TAB-0031,8,2024-10-21,Modal Nikah/Tunangan,97510000,9966401,84298763,13211237,Belum Selesai,36,86.45
TAB-0031,9,2024-11-17,Modal Nikah/Tunangan,97510000,9658580,93957343,3552657,Belum Selesai,27,96.36
TAB-0031,10,2024-11-27,Modal Nikah/Tunangan,97510000,3552657,97510000,0,Selesai,10,100.0
TAB-0032,1,2022-02-10,Beli Hewan Qurban,4020000,387870,3972808,47192,Belum Selesai,0,98.83
TAB-0032,2,2022-04-15,Beli Hewan Qurban,4020000,362000,761273,3258727,Belum Selesai,64,18.94
TAB-0032,3,2022-05-16,Beli Hewan Qurban,4020000,375271,1136544,2883456,Belum Selesai,31,28.27
TAB-0032,4,2022-06-04,Beli Hewan Qurban,4020000,398785,398785,3621215,Belum Selesai,19,9.92
TAB-0032,5,2022-06-07,Beli Hewan Qurban,4020000,383769,1520313,2499687,Belum Selesai,3,37.82
TAB-0032,6,2022-07-02,Beli Hewan Qurban,402000000,415700,1936013,2083987,Belum Selesai,25,0.48
TAB-0032,7,2022-08-20,Beli Hewan Qurban,4020000,401519,2765349,1254651,Belum Selesai,49,68.79
TAB-0032,8,2022-09-09,Beli Hewan Qurban,4020000,407000,3172613,847387,Belum Selesai,20,78.92
TAB-0032,9,2022-09-21,Beli Hewan Qurban,4020000,412325,3584938,435062,Belum Selesai,12,89.18
TAB-0032,10,2022-10-19,Beli Hewan Qurban,4020000,47192,4020000,0,Selesai,28,100.0
TAB-0033,1,2020-09-03,Beli Motor Bekas,14020000,1344766,1344766,12675234,Belum Selesai,0,9.59
TAB-0033,2,2020-09-12,Beli Motor Bekas,14020000,1575338,2920104,11099896,Belum Selesai,9,20.83
TAB-0033,3,2020-10-03,Beli Motor Bekas,14020000,1349832,4269936,9750064,Belum Selesai,21,30.46
TAB-0033,4,2020-10-19,Beli Motor Bekas,14020000,1435574,5705510,8314490,Belum Selesai,16,40.7
TAB-0033,5,2020-11-15,Beli Motor Bekas,14020000,1676079,7381589,6638411,Belum Selesai,27,52.65
TAB-0033,6,2020-11-26,Beli Motor Bekas,14020000,1362422,8744011,5275989,Belum Selesai,11,62.37
TAB-0033,7,2020-12-07,Beli Motor Bekas,14020000,1455255,10199266,3820734,Belum Selesai,11,72.75
TAB-0033,8,2020-12-17,Beli Motor Bekas,14020000,1709848,11909114,2110886,Belum Selesai,10,84.94
TAB-0033,9,2021-01-15,Beli Motor Bekas,14020000,1348809,13257923,762077,Belum Selesai,29,94.56
TAB-0033,10,2021-02-11,Beli Motor Bekas,14020000,762077,14020000,0,Selesai,27,100.0
TAB-0034,1,2021-04-29,Beli Sepatu Sneakers/Running,1350000,28443,28443,1321557,Belum Selesai,0,2.11
TAB-0034,2,2021-05-29,Beli Sepatu Sneakers/Running,1350000,26925,55368,1294632,Belum Selesai,30,4.1
TAB-0034,3,2021-06-16,Beli Sepatu Sneakers/Running,1350000,31256,86624,1263376,Belum Selesai,18,6.42
TAB-0034,4,2021-07-15,Beli Sepatu Sneakers/Running,1350000,32384,119008,1230992,Belum Selesai,29,8.82
TAB-0034,5,2021-08-03,Beli Sepatu Sneakers/Running,1350000,28984,147992,1202008,Belum Selesai,19,10.96
TAB-0034,6,2021-08-27,Beli Sepatu Sneakers/Running,1350000,30000,178296,1171704,Belum Selesai,24,13.21
TAB-0034,7,2021-09-10,Beli Sepatu Sneakers/Running,1350000,30632,208928,1141072,Belum Selesai,14,15.48
TAB-0034,8,2021-09-19,Beli Sepatu Sneakers/Running,1350000,31449,240377,1109623,Belum Selesai,9,17.81
TAB-0034,9,2021-10-12,Beli Sepatu Sneakers/Running,1350000,35194,275571,1074429,Belum Selesai,23,20.41
TAB-0034,10,2021-11-09,Beli Sepatu Sneakers/Running,1350000,30739,306310,1043690,Belum Selesai,28,22.69
TAB-0034,11,2021-11-17,Beli Sepatu Sneakers/Running,1350000,31483,337793,1012207,Belum Selesai,8,25.02
TAB-0034,12,2021-12-14,Beli Sepatu Sneakers/Running,1350000,25088,362881,987119,Belum Selesai,27,26.88
TAB-0034,13,2021-12-24,Beli Sepatu Sneakers/Running,1350000,28693,391574,958426,Belum Selesai,10,29.01
TAB-0034,14,2022-01-21,Beli Sepatu Sneakers/Running,1350000,28820,420394,929606,Belum Selesai,28,31.14
TAB-0034,15,2022-02-11,Beli Sepatu Sneakers/Running,1350000,30978,451372,898628,Belum Selesai,21,33.43
TAB-0034,16,2022-03-01,Beli Sepatu Sneakers/Running,1350000,36042,487414,862586,Belum Selesai,18,36.1
TAB-0034,17,2022-03-28,Beli Sepatu Sneakers/Running,1350000,30034,517448,832552,Belum Selesai,27,38.33
TAB-0034,18,2022-04-23,Beli Sepatu Sneakers/Running,1350000,27540,573464,776536,Belum Selesai,26,42.48
TAB-0034,19,2022-05-08,Beli Sepatu Sneakers/Running,1350000,30082,687961,662039,Belum Selesai,15,50.96
TAB-0034,20,2022-05-21,Beli Sepatu Sneakers/Running,1350000,25740,599204,750796,Belum Selesai,13,44.39
TAB-0034,21,2022-06-19,Beli Sepatu Sneakers/Running,1350000,28759,627963,722037,Belum Selesai,29,46.52
TAB-0034,22,2022-07-14,Beli Sepatu Sneakers/Running,1350000,29916,657879,692121,Belum Selesai,25,48.73
TAB-0034,23,2022-09-04,Beli Sepatu Sneakers/Running,1350000,26683,714644,635356,Belum Selesai,52,52.94
TAB-0034,24,2022-09-11,Beli Sepatu Sneakers/Running,1350000,29792,744436,605564,Belum Selesai,7,55.14
TAB-0034,25,2022-09-18,Beli Sepatu Sneakers/Running,1350000,31768,776204,573796,Belum Selesai,7,57.5
TAB-0034,26,2022-10-04,Beli Sepatu Sneakers/Running,1350000,28476,545924,804076,Belum Selesai,16,40.44
TAB-0034,27,2022-10-07,Beli Sepatu Sneakers/Running,1350000,28717,804921,545079,Belum Selesai,3,59.62
TAB-0034,28,2022-10-22,Beli Sepatu Sneakers/Running,1350000,28458,833379,516621,Belum Selesai,15,61.73
TAB-0034,29,2022-11-20,Beli Sepatu Sneakers/Running,1350000,29295,862674,487326,Belum Selesai,29,63.9
TAB-0034,30,2022-12-08,Beli Sepatu Sneakers/Running,1350000,34238,896912,453088,Belum Selesai,18,66.44
TAB-0034,31,2023-02-01,Beli Sepatu Sneakers/Running,1350000,30771,927683,422317,Belum Selesai,55,68.72
TAB-0034,32,2023-02-02,Beli Sepatu Sneakers/Running,1350000,29270,956953,393047,Belum Selesai,1,70.89
TAB-0034,33,2023-02-10,Beli Sepatu Sneakers/Running,1350000,28219,985172,364828,Belum Selesai,8,72.98
TAB-0034,34,2023-03-03,Beli Sepatu Sneakers/Running,1350000,30107,1015279,334721,Belum Selesai,21,75.21
TAB-0034,35,2023-03-13,Beli Sepatu Sneakers/Running,1350000,33020,1048299,301701,Belum Selesai,10,77.65
TAB-0034,36,2023-03-20,Beli Sepatu Sneakers/Running,1350000,30415,1078714,271286,Belum Selesai,7,79.9
TAB-0034,37,2023-04-06,Beli Sepatu Sneakers/Running,1350000,32409,1111123,238877,Belum Selesai,17,82.31
TAB-0034,38,2023-04-20,Beli Sepatu Sneakers/Running,1350000,31546,1142669,207331,Belum Selesai,14,84.64
TAB-0034,39,2023-05-09,Beli Sepatu Sneakers/Running,1350000,30896,1173565,176435,Belum Selesai,19,86.93
TAB-0034,40,2023-05-22,Beli Sepatu Sneakers/Running,1350000,27087,1200652,149348,Belum Selesai,13,88.94
TAB-0034,41,2023-06-16,Beli Sepatu Sneakers/Running,1350000,34928,1235580,114420,Belum Selesai,25,91.52
TAB-0034,42,2023-07-06,Beli Sepatu Sneakers/Running,1350000,31347,1266927,83073,Belum Selesai,20,93.85
TAB-0034,43,2023-08-05,Beli Sepatu Sneakers/Running,1350000,27000,1294061,55939,Belum Selesai,30,95.86
TAB-0034,44,2023-08-31,Beli Sepatu Sneakers/Running,1350000,32075,1326136,23864,Belum Selesai,26,98.23
TAB-0034,45,2023-09-20,Beli Sepatu Sneakers/Running,1350000,23864,1350000,0,Selesai,20,100.0
TAB-0035,1,2022-03-10,Modal Nikah/Tunangan,45570000,4880760,32754835,12815165,Belum Selesai,0,71.88
TAB-0035,2,2022-05-26,Modal Nikah/Tunangan,45570000,5556372,5556372,40013628,Belum Selesai,77,12.19
TAB-0035,3,2022-06-03,Modal Nikah/Tunangan,45570000,4585548,10141920,35428080,Belum Selesai,8,22.26
TAB-0035,4,2022-07-04,Modal Nikah/Tunangan,45570000,4798978,14940898,30629102,Belum Selesai,31,32.79
TAB-0035,5,2022-08-10,Modal Nikah/Tunangan,45570000,4436882,23543360,22026640,Belum Selesai,37,51.66
TAB-0035,6,2022-09-09,Modal Nikah/Tunangan,45570000,4330715,27874075,17695925,Belum Selesai,30,61.17
TAB-0035,7,2022-10-22,Modal Nikah/Tunangan,45570000,4823075,37577910,7992090,Belum Selesai,43,82.46
TAB-0035,8,2022-11-21,Modal Nikah/Tunangan,45570000,3925465,41503375,4066625,Belum Selesai,30,91.08
TAB-0035,9,2022-12-20,Modal Nikah/Tunangan,45570000,4066625,45570000,0,Selesai,29,100.0
TAB-0036,1,2020-04-23,Bayar Ukt Semester Depan,4050000,4050000,4050000,0,Selesai,0,100.0
TAB-0037,1,2021-05-10,Rakit Pc Gaming,24690000,319573,319573,24370427,Belum Selesai,0,1.29
TAB-0037,2,2021-05-21,Rakit Pc Gaming,24690000,287899,607472,24082528,Belum Selesai,11,2.46
TAB-0037,3,2021-05-30,Rakit Pc Gaming,24690000,271787,879259,23810741,Belum Selesai,9,3.56
TAB-0037,4,2021-06-28,Rakit Pc Gaming,24690000,309415,1188674,23501326,Belum Selesai,29,4.81
TAB-0037,5,2021-07-06,Rakit Pc Gaming,24690000,300278,1488952,23201048,Belum Selesai,8,6.03
TAB-0037,6,2021-07-20,Rakit Pc Gaming,24690000,284995,1773947,22916053,Belum Selesai,14,7.18
TAB-0037,7,2021-08-12,Rakit Pc Gaming,24690000,251174,2025121,22664879,Belum Selesai,23,8.2
TAB-0037,8,2021-09-01,Rakit Pc Gaming,24690000,279705,2304826,22385174,Belum Selesai,20,9.34
TAB-0037,9,2021-09-19,Rakit Pc Gaming,24690000,307203,2612029,22077971,Belum Selesai,18,10.58
TAB-0037,10,2021-10-17,Rakit Pc Gaming,24690000,310570,2922599,21767401,Belum Selesai,28,11.84
TAB-0037,11,2021-10-25,Rakit Pc Gaming,24690000,287768,3210367,21479633,Belum Selesai,8,13.0
TAB-0037,12,2021-11-16,Rakit Pc Gaming,24690000,245428,3455795,21234205,Belum Selesai,22,14.0
TAB-0037,13,2021-12-17,Rakit Pc Gaming,24690000,316563,3772358,20917642,Belum Selesai,31,15.28
TAB-0037,14,2022-01-14,Rakit Pc Gaming,24690000,226981,3999339,20690661,Belum Selesai,28,16.2
TAB-0037,15,2022-03-01,Rakit Pc Gaming,24690000,268598,4557082,20132918,Belum Selesai,46,18.46
TAB-0037,16,2022-03-02,Rakit Pc Gaming,24690000,289145,4288484,20401516,Belum Selesai,1,17.37
TAB-0037,17,2022-03-23,Rakit Pc Gaming,24690000,236216,4793298,19896702,Belum Selesai,21,19.41
TAB-0037,18,2022-03-31,Rakit Pc Gaming,24690000,272932,5066230,19623770,Belum Selesai,8,20.52
TAB-0037,19,2022-04-27,Rakit Pc Gaming,7160000,258607,5324837,19365163,Belum Selesai,27,74.37
TAB-0037,20,2022-05-15,Rakit Pc Gaming,24690000,279062,5603899,19086101,Belum Selesai,18,22.7
TAB-0037,21,2022-05-22,Rakit Pc Gaming,7160000,294885,5898784,18791216,Belum Selesai,7,82.39
TAB-0037,22,2022-06-02,Rakit Pc Gaming,24690000,308332,6207116,18482884,Belum Selesai,11,25.14
TAB-0037,23,2022-06-17,Rakit Pc Gaming,24690000,291430,6498546,18191454,Belum Selesai,15,26.32
TAB-0037,24,2022-06-27,Rakit Pc Gaming,24690000,263000,6761781,17928219,Belum Selesai,10,27.39
TAB-0037,25,2022-07-08,Rakit Pc Gaming,24690000,241696,7003477,17686523,Belum Selesai,11,28.37
TAB-0037,26,2022-07-24,Rakit Pc Gaming,24690000,261590,7265067,17424933,Belum Selesai,16,29.43
TAB-0037,27,2022-08-11,Rakit Pc Gaming,24690000,207441,7472508,17217492,Belum Selesai,18,30.27
TAB-0037,28,2022-09-09,Rakit Pc Gaming,24690000,244536,7717044,16972956,Belum Selesai,29,31.26
TAB-0037,29,2022-10-09,Rakit Pc Gaming,24690000,250327,7967371,16722629,Belum Selesai,30,32.27
TAB-0037,30,2022-10-18,Rakit Pc Gaming,24690000,250550,8217921,16472079,Belum Selesai,9,33.28
TAB-0037,31,2022-10-31,Rakit Pc Gaming,24690000,236352,8454273,16235727,Belum Selesai,13,34.24
TAB-0037,32,2022-11-16,Rakit Pc Gaming,24690000,310627,8764900,15925100,Belum Selesai,16,35.5
TAB-0037,33,2022-12-09,Rakit Pc Gaming,24690000,276554,9041454,15648546,Belum Selesai,23,36.62
TAB-0037,34,2022-12-28,Rakit Pc Gaming,24690000,295000,9337396,15352604,Belum Selesai,19,37.82
TAB-0037,35,2023-01-26,Rakit Pc Gaming,24690000,258919,9596315,15093685,Belum Selesai,29,38.87
TAB-0037,36,2023-02-08,Rakit Pc Gaming,24690000,259956,9856271,14833729,Belum Selesai,13,39.92
TAB-0037,37,2023-03-01,Rakit Pc Gaming,24690000,266353,10122624,14567376,Belum Selesai,21,41.0
TAB-0037,38,2023-03-29,Rakit Pc Gaming,24690000,268262,10390886,14299114,Belum Selesai,28,42.09
TAB-0037,39,2023-04-25,Rakit Pc Gaming,24690000,252808,10938767,13751233,Belum Selesai,27,44.3
TAB-0037,40,2023-05-15,Rakit Pc Gaming,24690000,205326,11144093,13545907,Belum Selesai,20,45.14
TAB-0037,41,2023-05-27,Rakit Pc Gaming,24690000,266000,11410464,13279536,Belum Selesai,12,46.21
TAB-0037,42,2023-06-17,Rakit Pc Gaming,24690000,288387,11698851,12991149,Belum Selesai,21,47.38
TAB-0037,43,2023-07-11,Rakit Pc Gaming,24690000,265691,11964542,12725458,Belum Selesai,24,48.46
TAB-0037,44,2023-08-07,Rakit Pc Gaming,24690000,300625,12265167,12424833,Belum Selesai,27,49.68
TAB-0037,45,2023-09-05,Rakit Pc Gaming,24690000,272085,12537252,12152748,Belum Selesai,29,50.78
TAB-0037,46,2023-10-03,Rakit Pc Gaming,24690000,281932,12819184,11870816,Belum Selesai,28,51.92
TAB-0037,47,2023-11-01,Rakit Pc Gaming,24690000,281065,13100249,11589751,Belum Selesai,29,53.06
TAB-0037,48,2023-11-27,Rakit Pc Gaming,24690000,285373,13385622,11304378,Belum Selesai,26,54.21
TAB-0037,49,2023-12-04,Rakit Pc Gaming,7160000,295073,10685959,14004041,Belum Selesai,7,149.25
TAB-0037,50,2023-12-28,Rakit Pc Gaming,24690000,241719,13627341,11062659,Belum Selesai,24,55.19
TAB-0037,51,2024-01-27,Rakit Pc Gaming,24690000,277553,13904894,10785106,Belum Selesai,30,56.32
TAB-0037,52,2024-02-03,Rakit Pc Gaming,24690000,265121,14170015,10519985,Belum Selesai,7,57.39
TAB-0037,53,2024-02-21,Rakit Pc Gaming,24690000,247573,14417588,10272412,Belum Selesai,18,58.39
TAB-0037,54,2024-03-04,Rakit Pc Gaming,24690000,271211,14688799,10001201,Belum Selesai,12,59.49
TAB-0037,55,2024-03-23,Rakit Pc Gaming,24690000,293467,14982266,9707734,Belum Selesai,19,60.68
TAB-0037,56,2024-04-08,Rakit Pc Gaming,24690000,262668,15244934,9445066,Belum Selesai,16,61.75
TAB-0037,57,2024-05-09,Rakit Pc Gaming,24690000,323758,15568692,9121308,Belum Selesai,31,63.06
TAB-0037,58,2024-05-18,Rakit Pc Gaming,24690000,236488,15805180,8884820,Belum Selesai,9,64.01
TAB-0037,59,2024-06-03,Rakit Pc Gaming,7160000,289580,16094760,8595240,Belum Selesai,16,224.79
TAB-0037,60,2024-06-21,Rakit Pc Gaming,24690000,245000,16340596,8349404,Belum Selesai,18,66.18
TAB-0037,61,2024-06-29,Rakit Pc Gaming,24690000,283539,16624135,8065865,Belum Selesai,8,67.33
TAB-0037,62,2024-07-09,Rakit Pc Gaming,24690000,286034,16910169,7779831,Belum Selesai,10,68.49
TAB-0037,63,2024-08-08,Rakit Pc Gaming,24690000,218000,17128600,7561400,Belum Selesai,30,69.37
TAB-0037,64,2024-09-01,Rakit Pc Gaming,24690000,246316,17374916,7315084,Belum Selesai,24,70.37
TAB-0037,65,2024-09-29,Rakit Pc Gaming,24690000,213172,17588088,7101912,Belum Selesai,28,71.24
TAB-0037,66,2024-10-21,Rakit Pc Gaming,24690000,256720,17844808,6845192,Belum Selesai,22,72.28
TAB-0037,67,2024-11-16,Rakit Pc Gaming,24690000,293730,18138538,6551462,Belum Selesai,26,73.47
TAB-0037,68,2024-11-25,Rakit Pc Gaming,24690000,273874,18412412,6277588,Belum Selesai,9,74.57
TAB-0037,69,2024-12-12,Rakit Pc Gaming,24690000,315360,18727772,5962228,Belum Selesai,17,75.85
TAB-0037,70,2024-12-31,Rakit Pc Gaming,24690000,259501,19319166,5370834,Belum Selesai,19,78.25
TAB-0037,71,2025-01-23,Rakit Pc Gaming,24690000,238650,19557816,5132184,Belum Selesai,23,79.21
TAB-0037,72,2025-02-03,Rakit Pc Gaming,24690000,271243,19829059,4860941,Belum Selesai,11,80.31
TAB-0037,73,2025-02-22,Rakit Pc Gaming,24690000,282634,20372514,4317486,Belum Selesai,19,82.51
TAB-0037,74,2025-03-06,Rakit Pc Gaming,24690000,257970,20630484,4059516,Belum Selesai,12,83.56
TAB-0037,75,2025-04-02,Rakit Pc Gaming,24690000,232947,20863431,3826569,Belum Selesai,27,84.5
TAB-0037,76,2025-05-15,Rakit Pc Gaming,24690000,276862,21456104,3233896,Belum Selesai,43,86.9
TAB-0037,77,2025-06-20,Rakit Pc Gaming,24690000,269042,21969027,2720973,Belum Selesai,36,88.98
TAB-0037,78,2025-07-16,Rakit Pc Gaming,24690000,338842,22307869,2382131,Belum Selesai,26,90.35
TAB-0037,79,2025-08-13,Rakit Pc Gaming,24690000,296060,22603929,2086071,Belum Selesai,28,91.55
TAB-0037,80,2025-08-27,Rakit Pc Gaming,24690000,284999,22888928,1801072,Belum Selesai,14,92.71
TAB-0037,81,2025-09-15,Rakit Pc Gaming,24690000,235455,23124383,1565617,Belum Selesai,19,93.66
TAB-0037,82,2025-10-07,Rakit Pc Gaming,24690000,289091,23413474,1276526,Belum Selesai,22,94.83
TAB-0037,83,2025-11-05,Rakit Pc Gaming,24690000,258885,23672359,1017641,Belum Selesai,29,95.88
TAB-0037,84,2025-11-18,Rakit Pc Gaming,24690000,283497,23955856,734144,Belum Selesai,13,97.03
TAB-0037,85,2025-11-30,Rakit Pc Gaming,24690000,265048,24220904,469096,Belum Selesai,12,98.1
